,State_name,County_name,Year,avgAQI_o3,avgAQI_co,avgAQI_no2,avgAQI_so2,avgAQI_pm25,Population
106,Colorado,Jefferson,2017,50.30801688,,,,,574613
107,Colorado,La Plata,2017,46.0735568,4.247863248,7.502325581,,12.66666667,55589
108,Colorado,Larimer,2017,45.62267658,4.98630137,,,,343976
109,Colorado,Mesa,2017,43.40659341,4.216438356,,,,151616
110,Colorado,Moffat,2017,44.57022472,,,,,13131
111,Colorado,Montezuma,2017,43.35252809,,,,,26140
112,Colorado,Montrose,2017,40.38108883,,,,,41784
113,Colorado,Park,2017,46.67127072,,1.651098901,,13.78285714,17905
114,Colorado,Pueblo,2017,,,,,22.61016949,166475
115,Colorado,Rio Blanco,2017,43.18319559,,1.967503693,,31.80116959,6420
116,Colorado,Weld,2017,45.78932584,2.980821918,,,29.79130435,304633
117,Connecticut,Fairfield,2017,45.13545347,5.564383562,19.37908497,0.378082192,25.85123967,949921
118,Connecticut,Hartford,2017,34.94929577,5.168859649,22.97796143,0.277777778,27.42458101,895388
119,Connecticut,Litchfield,2017,38.48882682,1.895890411,,0.145604396,17.78181818,182177
120,Connecticut,Middlesex,2017,43.65116279,,,,,163410
121,Connecticut,New Haven,2017,38.96808511,3.552486188,25.60946746,0.274238227,27.20111732,860435
122,Connecticut,New London,2017,42.83018868,,,,21.50746269,269033
123,Connecticut,Tolland,2017,40.40186916,,,,,151461
124,Connecticut,Windham,2017,36.38440111,,,,,116359
125,Delaware,Kent,2017,38.36619718,,,,26.39732143,176824
126,Delaware,New Castle,2017,37.31213873,3.945859873,20.59269663,0.593822394,30.53111433,559793
127,Delaware,Sussex,2017,36.92649098,,,0.016901408,27.43859649,225322
128,District Of Columbia,District of Columbia,2017,33.14351426,5.355062413,21.62216105,1.646575342,37.42885375,693972
129,Florida,Alachua,2017,34.3884058,,,,27.76068376,266944
130,Florida,Baker,2017,34.10027855,,,,,28283
131,Florida,Bay,2017,34.93424658,,,,,183563
132,Florida,Brevard,2017,34.76128093,,,,27.43877551,589162
133,Florida,Broward,2017,32.50229008,5.122377622,18.47727273,0.485659656,27.91955446,1935878
134,Florida,Citrus,2017,,,,6.807365439,,145647
135,Florida,Collier,2017,32.29329609,,,,,372880
136,Florida,Columbia,2017,34.52472527,,,,,69612
137,Florida,Duval,2017,34.70813845,6.242276423,18.81686047,2.353579176,29.79454023,937934
138,Florida,Escambia,2017,37.35028249,,,1.456824513,31.93043478,313512
139,Florida,Flagler,2017,33.82548476,,,,,110510
140,Florida,Hamilton,2017,,,,1.642642643,,14184
141,Florida,Highlands,2017,33.3480826,,,,,102883
142,Florida,Hillsborough,2017,37.06181818,4.68115942,15.56122449,3.348185869,32.76216216,1408566
143,Florida,Holmes,2017,33.90304709,,,,,19558
144,Florida,Indian River,2017,37.89710611,,,,,154383
145,Florida,Lake,2017,37.24657534,,,,,346017
146,Florida,Lee,2017,34.11373093,,,,28.33009709,739224
147,Florida,Leon,2017,33.11235955,,,,32.52336449,290292
148,Florida,Liberty,2017,31.63611111,,,,,8242
149,Florida,Manatee,2017,34.62959559,,,3.44092219,,385571
150,Florida,Marion,2017,34.74781341,,,,,354353
151,Florida,Martin,2017,33.15492958,,,,,159923
152,Florida,Miami-Dade,2017,32.97901049,3.475624257,16.27649007,0.166172107,30.81210191,2751796
153,Florida,Nassau,2017,,,,7.922413793,,82721
154,Florida,Okaloosa,2017,35.1369863,,,,,202970
155,Florida,Orange,2017,35.09243697,6.483588621,14.99029126,0.331506849,44.22727273,1348975
156,Florida,Osceola,2017,35.41369863,,,,,352180
157,Florida,Palm Beach,2017,32.42074928,,11,,27.5045045,1471150
158,Florida,Pasco,2017,36.12898551,,,,,525643
159,Florida,Pinellas,2017,34.90573013,2.92926491,13.0261348,0.882697947,31.16971279,970637
160,Florida,Polk,2017,36.37955182,,,4.019553073,30.82882883,686483
161,Florida,Putnam,2017,,,,3.62962963,,73464
162,Florida,St. Lucie,2017,34.80232558,,,,,313506
163,Florida,Santa Rosa,2017,34.8603352,,,,,174272
164,Florida,Sarasota,2017,34.84739336,,4.771260997,,29.04273504,419119
165,Florida,Seminole,2017,37.80672269,,,,26.18918919,462659
166,Florida,Volusia,2017,34.87853107,,,,29.19266055,538692
167,Florida,Wakulla,2017,33.31321839,1.228476821,,,,32120
168,Georgia,Bibb,2017,37.89430894,,,0.620111732,33.87234043,152862
169,Georgia,Chatham,2017,33.04979253,,,6.268493151,33.29381443,290501
170,Georgia,Chattooga,2017,35.50826446,,,,,24770
171,Georgia,Clarke,2017,38.02439024,,,,32.10084034,127064
172,Georgia,Clayton,2017,,,,,38.69827586,285153
173,Georgia,Cobb,2017,39.53658537,,,,35.59166667,755754
174,Georgia,Coffee,2017,,,,,29.38541667,43014
175,Georgia,Columbia,2017,36.6097561,,,,,151579
176,Georgia,Coweta,2017,34.85772358,,,,,143114
177,Georgia,DeKalb,2017,35.82122905,5.118380062,23.30586592,,36.59090909,753253
178,Georgia,Dougherty,2017,,,,,36.52427184,89502
179,Georgia,Douglas,2017,39.85306122,,,,,143882
180,Georgia,Floyd,2017,,,,3.287292818,30,97613
181,Georgia,Fulton,2017,45.0875,9.110803324,26.0137741,2.162087912,40.17672414,1041423
182,Georgia,Glynn,2017,33.94693878,,,,30.60747664,85282
183,Georgia,Gwinnett,2017,40.66122449,,,,34.5,920260
184,Georgia,Hall,2017,,,,,30.87704918,199335
185,Georgia,Henry,2017,39.93469388,,,,,225813
186,Georgia,Houston,2017,,,,,33.75652174,153479
187,Georgia,Lowndes,2017,,,,,32.87288136,115489
188,Georgia,Murray,2017,41.77350427,,,,,39782
189,Georgia,Muscogee,2017,37.11836735,,,,37.16666667,194058
190,Georgia,Paulding,2017,,,,,23,159445
191,Georgia,Pike,2017,38.23055556,,,,,18217
192,Georgia,Richmond,2017,36.85365854,,,4.164383562,36.46666667,201800
193,Georgia,Rockdale,2017,39.66938776,,,,,90312
194,Georgia,Walker,2017,,,,,34.37614679,68939
195,Georgia,Washington,2017,,,,,34.60655738,20313
196,Hawaii,Hawaii,2017,,,,68.66556837,36.24105409,200381
197,Hawaii,Honolulu,2017,27.68987342,4.801925722,11.09615385,4.350458716,16.57439446,988650
198,Hawaii,Kauai,2017,,,5.190839695,0.326815642,12.22571429,72159
199,Hawaii,Maui,2017,,,,,18.63592233,166260
200,Idaho,Ada,2017,47.59187279,5.115532734,,0.457534247,36.78294574,456849
201,Idaho,Benewah,2017,,,,,49.12732095,9184
202,Idaho,Butte,2017,41.5339233,,,,,2602
203,Idaho,Canyon,2017,,,,,40.12307692,216699
204,Idaho,Caribou,2017,,,,7.081232493,,7034
205,Idaho,Franklin,2017,,,,,29.32608696,13564
206,Idaho,Idaho,2017,36.87654321,,,,,16369
207,Idaho,Jerome,2017,,,,,28.52777778,23627
208,Idaho,Lemhi,2017,,,,,47.71317829,7875
209,Idaho,Shoshone,2017,,,,,50.19543147,12542
210,Illinois,Adams,2017,42.2195122,,,,,66234
211,Illinois,Champaign,2017,36.08888889,1.515151515,,,30.1441048,209399
212,Illinois,Clark,2017,41.3677686,,,,,15767
213,Illinois,Cook,2017,40.01184157,3.404692082,25.80922865,2.333333333,35.65578947,5211263
214,Illinois,DuPage,2017,44.70089286,,,,31.27380952,930128
215,Illinois,Hamilton,2017,42.50406504,,,,,8194
216,Illinois,Jersey,2017,43.609375,,,,,21941
217,Illinois,Jo Daviess,2017,35.13333333,,,,,21594
218,Illinois,Kane,2017,38.10632184,,,,32.30088496,534667
219,Illinois,Lake,2017,38.21448468,,,,,703520
220,Illinois,La Salle,2017,,,,2.77260274,,110067
221,Illinois,McHenry,2017,37.78347578,,,,28.79310345,309122
222,Illinois,McLean,2017,35.75280899,,,,,172290
223,Illinois,Macon,2017,37.37534247,,,13.56426117,32.8,105801
224,Illinois,Macoupin,2017,41.04471545,,,0.668493151,,45446
225,Illinois,Madison,2017,41.62758621,,,,35.47674419,265428
226,Illinois,Monroe,2017,,,,4.161643836,,34097
227,Illinois,Peoria,2017,39.91986644,,,,30.60869565,183011
228,Illinois,Randolph,2017,44.75416667,,,,,32423
229,Illinois,Rock Island,2017,36.73278237,,,,29.86956522,144808
230,Illinois,Saint Clair,2017,,4.180515759,,,35.9122807,262479
231,Illinois,Sangamon,2017,37.2630137,,,,33.11494253,196452
232,Illinois,Wabash,2017,,,,4.860273973,,11489
233,Illinois,Will,2017,36.68876081,,,,34.77777778,692661
234,Illinois,Winnebago,2017,34.65142857,,,,32.47747748,284778
235,Indiana,Allen,2017,37.71452145,,,,33.01694915,372877
236,Indiana,Bartholomew,2017,41.435,,,,31.36666667,82040
237,Indiana,Boone,2017,40.17142857,,,,,65875
238,Indiana,Brown,2017,39.8,,,,,15035
239,Indiana,Carroll,2017,40.47280335,,,,,20039
240,Indiana,Clark,2017,37.44931507,,,,32.86324786,116973
241,Indiana,Daviess,2017,,,,5.550684932,,33113
242,Indiana,Delaware,2017,39.33739837,,,,31.50434783,115184
243,Indiana,Dubois,2017,,,,,33.62393162,42558
244,Indiana,Elkhart,2017,38.24454148,,,,34.25833333,205032
245,Indiana,Floyd,2017,41.34693878,,,1.602209945,32.87394958,77071
246,Indiana,Gibson,2017,,,,8.347945205,,33576
247,Indiana,Greene,2017,43.10699588,,,,31.37606838,32177
248,Indiana,Hamilton,2017,41.6,,,,31.50847458,323747
249,Indiana,Hendricks,2017,39.48760331,,,,,163685
250,Indiana,Henry,2017,,,,,29.775,48476
251,Indiana,Howard,2017,,,,,32.09482759,82363
252,Indiana,Huntington,2017,39.23673469,,,,,36337
253,Indiana,Jackson,2017,39.98684211,,,,,43884
254,Indiana,Johnson,2017,39.85833333,,,,,153897
255,Indiana,Knox,2017,37.12044818,,,,,37508
256,Indiana,Lake,2017,37.2090301,4.320547945,21.36158192,3.822802198,35.71202916,485640
257,Indiana,LaPorte,2017,42.19047619,,,,30.37168142,110029
258,Indiana,Madison,2017,40.84166667,,,,31.8,129498
259,Indiana,Marion,2017,36.42778542,8.178947368,21.61318052,0.653846154,37.7371134,950082
260,Indiana,Monroe,2017,,,,,30.95,146986
261,Indiana,Morgan,2017,36.13807531,,,6.653739612,,69713
262,Indiana,Perry,2017,41.39917695,,,,,19081
263,Indiana,Pike,2017,,,,3.408219178,,12365
264,Indiana,Porter,2017,41.90985325,,,5.300411523,31.9,168404
265,Indiana,Posey,2017,43.26609442,,,,,25595
266,Indiana,St. Joseph,2017,39.31294964,,14.04154303,,33.2231405,270434
267,Indiana,Shelby,2017,42.64897959,,,,,44395
268,Indiana,Spencer,2017,,,,,33.52542373,20394
269,Indiana,Sullivan,2017,,,,,33.40909091,20746
270,Indiana,Tippecanoe,2017,,,,,32.10483871,190587
271,Indiana,Vanderburgh,2017,38.42174629,4.917847025,14.34795322,2.95890411,34.99712644,181616
272,Indiana,Vigo,2017,39.11148087,,,1.093663912,35.55833333,107516
273,Indiana,Wabash,2017,36.29041916,,,,,31443
274,Indiana,Warrick,2017,40.70233196,,,,,62530
275,Indiana,Whitley,2017,,,,,30.67826087,33756
276,Iowa,Black Hawk,2017,,,,,30.75833333,132648
277,Iowa,Bremer,2017,36.89344262,,,,,24911
278,Iowa,Clinton,2017,37.18518519,,,2.717808219,29.875,47010
279,Iowa,Delaware,2017,,,,,24.63461538,17153
280,Iowa,Harrison,2017,39.86103542,,,,,14136
281,Iowa,Johnson,2017,,,,,29.73407202,149210
282,Iowa,Lee,2017,,,,,33.35135135,34295
283,Iowa,Linn,2017,38.09756098,3.140883978,,4.57260274,31.42339833,224115
284,Iowa,Montgomery,2017,37.07786885,,,,26.60683761,10137
285,Iowa,Muscatine,2017,,,,3.511415525,31.57616893,42880
286,Iowa,Palo Alto,2017,36.94308943,,,,25.55462185,9092
287,Iowa,Polk,2017,33.26170799,3.126027397,14.02739726,0.008219178,29.75501114,481830
288,Iowa,Pottawattamie,2017,,,,,31.3826087,93386
289,Iowa,Scott,2017,35.19275124,2.602898551,12.37119114,0.484240688,31.78562092,172509
290,Iowa,Van Buren,2017,38.94308943,,3.347945205,0.284931507,26.98245614,7157
291,Iowa,Warren,2017,38.25471698,,,,,50163
292,Iowa,Woodbury,2017,,,,0.572222222,30.8487395,102429
293,Kansas,Johnson,2017,34.52876712,,,,31.46610169,591178
294,Kansas,Leavenworth,2017,34.87052342,,,,,81095
295,Kansas,Neosho,2017,36.2,,5.693150685,1.526027397,33.10909091,16015
296,Kansas,Sedgwick,2017,36.1234375,,,,30.63492063,513687
297,Kansas,Shawnee,2017,34.60941828,,,,30.57627119,178187
298,Kansas,Sumner,2017,37.74794521,,6.625827815,2.048632219,29.42372881,23159
299,Kansas,Trego,2017,35.04383562,,3.446575342,0.460410557,17.5,2884
300,Kansas,Wyandotte,2017,34.85082873,3.374631268,19.50716332,1.345505618,36.08333333,165288
301,Kentucky,Bell,2017,38.68292683,,,,31.25,26894
302,Kentucky,Boone,2017,37.97777778,,,,,130728
303,Kentucky,Boyd,2017,38.49593496,,10.87087912,0.475274725,30.75409836,47979
304,Kentucky,Bullitt,2017,39.49576271,,,,,80246
305,Kentucky,Campbell,2017,42,,8.431952663,2.107142857,31.2295082,92488
306,Kentucky,Carter,2017,36.68699187,,,,25.76229508,27144
307,Kentucky,Christian,2017,,,,,33.6637931,70416
308,Kentucky,Daviess,2017,39.77178423,,10.29464286,5.095890411,33.16949153,100374
309,Kentucky,Edmonson,2017,36.86027397,1.846575342,,0.238356164,,12226
310,Kentucky,Fayette,2017,40.35772358,,12.54320988,0.690607735,31.6637931,321959
311,Kentucky,Greenup,2017,35.52678571,,,2.564738292,,35518
312,Kentucky,Hancock,2017,40.35772358,,,,,8801
313,Kentucky,Hardin,2017,40.16460905,,,,33.33009709,108071
314,Kentucky,Henderson,2017,40.98755187,,,10.06068966,34.14285714,45928
315,Kentucky,Jefferson,2017,39.27080891,4.158730159,22.51086957,2.469879518,33.65416667,771158
316,Kentucky,Jessamine,2017,40.03252033,,,0.609195402,,53375
317,Kentucky,Livingston,2017,40.95416667,,,,,9269
318,Kentucky,McCracken,2017,41.22040816,,11.16422287,2.430136986,34.3125,65385
319,Kentucky,Madison,2017,,,,,30.55752212,91226
320,Kentucky,Morgan,2017,36.78212291,,,,,13188
321,Kentucky,Oldham,2017,41.075,,,,,66415
322,Kentucky,Perry,2017,36.69105691,,,,28.33333333,26553
323,Kentucky,Pike,2017,35.04897959,,,,28.84297521,58883
324,Kentucky,Pulaski,2017,37.64634146,,,,30.83898305,64449
325,Kentucky,Simpson,2017,39.50416667,,,,,18108
326,Kentucky,Trigg,2017,36.80780781,,,,,14444
327,Kentucky,Warren,2017,38.11065574,,,,32.78378378,128845
328,Kentucky,Washington,2017,37.72268908,,,,,12126
329,Louisiana,Ascension,2017,36.0661157,,13.41260745,,,122948
330,Louisiana,Bossier,2017,,,,1.480113636,,127634
331,Louisiana,Caddo,2017,,,,,42.15315315,246581
332,Louisiana,Calcasieu,2017,33.39285714,,11.9025788,2.445205479,31.46610169,202445
333,Louisiana,East Baton Rouge,2017,34.78256881,3.025641026,11.75857339,2.613220816,31.12121212,446268
334,Louisiana,Iberville,2017,36.06911142,,8.219444444,,33.12280702,33027
335,Louisiana,Jefferson,2017,,,15.11780822,,31.06432749,439036
336,Louisiana,Lafayette,2017,36.47107438,,,,32.51785714,242485
337,Louisiana,Lafourche,2017,33.8739726,,,,,98426
338,Louisiana,Livingston,2017,36.25284091,,4.872159091,,,138228
339,Louisiana,Orleans,2017,,8.175438596,21.59178082,,32.8852459,393292
340,Louisiana,Ouachita,2017,32.96164384,,,,32.22413793,155874
341,Louisiana,Pointe Coupee,2017,33.62465753,,,,,22268
342,Louisiana,Rapides,2017,,,,,32.69158879,131648
343,Louisiana,St. Bernard,2017,36.06868132,,,5.801652893,33.31578947,46202
344,Louisiana,St. Charles,2017,,,,7.849431818,,52749
345,Louisiana,St. James,2017,31.01643836,,,2.357142857,,21367
346,Louisiana,St. John the Baptist,2017,34.24109589,,,,,43441
347,Louisiana,St. Martin,2017,36.94301994,,,,,54171
348,Louisiana,St. Tammany,2017,35.43681319,,,,,256327
349,Louisiana,Tangipahoa,2017,,,,,32.6754386,132497
350,Louisiana,Terrebonne,2017,,,,,30.55,112086
351,Louisiana,West Baton Rouge,2017,34.86871508,,18.13544669,4.446002805,37.10335196,26265
352,Maine,Androscoggin,2017,,,,,25.35,107651
353,Maine,Aroostook,2017,31.3553719,,,,21.76576577,67653
354,Maine,Cumberland,2017,32.24793388,3.747945205,18.41643836,3.764383562,29.61403509,292500
355,Maine,Franklin,2017,,,,,23.51724138,29988
356,Maine,Hancock,2017,37.84424779,1.510144928,,0.005830904,15.51376147,54497
357,Maine,Kennebec,2017,36.27160494,,7.41322314,1.027700831,24.29310345,121821
358,Maine,Oxford,2017,34.0260223,,,,25.94915254,57439
359,Maine,Penobscot,2017,33.63106796,,,,23.5942029,151957
360,Maine,Washington,2017,34.0656304,,,,,31593
361,Maine,York,2017,35.95049505,,,,,204191
362,Maryland,Allegany,2017,,,,22.00140845,,71615
363,Maryland,Baltimore,2017,41.89377289,2.929971989,24.4,1.214925373,31.92857143,832468
364,Maryland,Calvert,2017,43.5186722,,,,,91502
365,Maryland,Carroll,2017,43.09756098,,,,,167781
366,Maryland,Cecil,2017,44.14227642,,,,,102746
367,Maryland,Charles,2017,44.44855967,,,,,159700
368,Maryland,Dorchester,2017,38.14088398,1.71875,,0.142857143,,32162
369,Maryland,Frederick,2017,44.08130081,,,,,252022
370,Maryland,Garrett,2017,39.94382022,1.436046512,2.867768595,1.028490028,,29233
371,Maryland,Harford,2017,43.15447154,,,,,252160
372,Maryland,Howard,2017,,4.166666667,26.82997118,,,321113
373,Maryland,Kent,2017,43.46530612,,,,,19384
374,Maryland,Montgomery,2017,40.8852459,,,,,1058810
375,Maryland,Prince George's,2017,38.91157895,2.792243767,13.76519337,0.246887967,27.19166667,912756
376,Maryland,Washington,2017,42.08536585,,,,,150578
377,Maryland,Baltimore (City),2017,40.90204082,,24.73314607,,31.68817204,611648
378,Massachusetts,Barnstable,2017,38.67231638,,,,,213444
379,Massachusetts,Berkshire,2017,,,,,24.16,126313
380,Massachusetts,Bristol,2017,37.11032532,,,1.085399449,21.41818182,561483
381,Massachusetts,Dukes,2017,38.25966851,,,,,17325
382,Massachusetts,Essex,2017,35.3176362,2.266467066,8.825068871,,20.80090498,785205
383,Massachusetts,Franklin,2017,33.04407713,,,,24.48598131,70702
384,Massachusetts,Hampden,2017,36.50958904,3.122252747,16.89944134,0.717451524,23.0412844,469818
385,Massachusetts,Hampshire,2017,37.78512397,,4.711111111,0.324929972,,161834
386,Massachusetts,Middlesex,2017,34.05833333,,,,,1602947
387,Massachusetts,Norfolk,2017,38.8443804,,8.53038674,,,700322
388,Massachusetts,Plymouth,2017,35.42618384,,,,23.43589744,515142
389,Massachusetts,Suffolk,2017,31.72328767,3.770083102,22.8910434,0.504109589,27.18042813,797939
390,Massachusetts,Worcester,2017,35.46324549,3.978082192,21.76438356,1.016438356,24.24166667,826116
391,Michigan,Allegan,2017,43.43495935,,,,29.81355932,116447
392,Michigan,Bay,2017,,,,,27.40833333,104239
393,Michigan,Benzie,2017,39.39837398,,,,,17573
394,Michigan,Berrien,2017,42.2398374,,,,31.6,154259
395,Michigan,Chippewa,2017,31.06086957,,,,23.78571429,37711
396,Michigan,Clinton,2017,39.16182573,,,,,78443
397,Michigan,Genesee,2017,39.82892057,,,,29,407385
398,Michigan,Huron,2017,37.6122449,,,,,31280
399,Michigan,Ingham,2017,,,12.23123123,2.082191781,29.50420168,290186
400,Michigan,Kalamazoo,2017,40.71544715,,,,32.34188034,262985
401,Michigan,Kent,2017,37.22240527,3.197260274,,,34.26141079,648594
402,Michigan,Lenawee,2017,42.30612245,,,,29.97520661,98623
403,Michigan,Macomb,2017,39.5338809,,,,29.95867769,871375
404,Michigan,Manistee,2017,37.73770492,,,,23.76271186,24427
405,Michigan,Mason,2017,38.43495935,,,,,29073
406,Michigan,Missaukee,2017,35.19726027,,2.021978022,,19.75423729,14998
407,Michigan,Monroe,2017,,,,1.151685393,31.02586207,149649
408,Michigan,Muskegon,2017,42.46341463,,,,,173693
409,Michigan,Oakland,2017,,,,,32.33043478,1250836
410,Michigan,Ottawa,2017,41.90243902,,,1.98630137,,286383
411,Michigan,St. Clair,2017,40.6504065,,,8.181902124,32.1557377,159350
412,Michigan,Schoolcraft,2017,33.72764228,,,,,8049
413,Michigan,Tuscola,2017,35.17378917,,,,,52764
